"workerId","RT","image_1_text","image_2_text","database","image"
"A2APG8MSLJ6G2K",71.678095,"a comfortable outdoor lounge area with a red surfboard laying against a wall","a comfortable outdoor lounge area with a green surfboard laying against a wal","wolfe1","image-133"
"A2APG8MSLJ6G2K",45.727145,"a rooftop lounge area overlooking a light blue building","a rooftop lounge area overlooking a pink building","wolfe1","image-136"
"A2APG8MSLJ6G2K",106.14536,"a young man walking alone in front of a store with red colored hanging displays","a young man walking alone in front of a store with yellow colored hanging displays","wolfe1","image-113"
"A2APG8MSLJ6G2K",98.19477,"two young guys playing around with the college mascot on a brick courtyard with a trashcan","two young guys playing around with the college mascot on a brick courtyard","wolfe1","image-015"
"A2APG8MSLJ6G2K",69.90499,"guys playing basketball on a court which is covered slightly on the corner","guys playing basketball on a court","wolfe1","image-033"
"A2APG8MSLJ6G2K",88.147285,"guy unpacking supplies in the snow which include red, blue and yellow pails","guy unpacking supplies in the snw which include red and blue pails","wolfe1","image-010"
"A2APG8MSLJ6G2K",55.43674,"joggers running past a fountain that has benches on either side","joggers running past a fountain that has benches on one side","wolfe1","image-022"
"A2APG8MSLJ6G2K",103.368225,"a relaxing indoor retreat with a small planter embedded in the stone in the front which surrounds it","a relaxing indoor retreat with stone surrounding it","wolfe1","image-012"
"A2APG8MSLJ6G2K",26.405085,"a grassy pasture with a cow","a grassy pasture","wolfe1","cow"
"A2APG8MSLJ6G2K",21.091115,"a beautiful sunset with a plane taking off","a beautiful sunset","wolfe1","airplane"
"A2TN6C251E64JR",148.544445,"there are some frocks in rose colour","there are some frocks in yellow colour","wolfe1","image-113"
"A2TN6C251E64JR",145.46248,"the house top is orange in colour","the house top is blue in colour","wolfe1","image-130"
"A2TN6C251E64JR",224.65808,"the front of the house contains the clock like picture","there is no item in the box","wolfe1","image-040"
"A2TN6C251E64JR",36.15681,"the man hanging a red color bag","the man hanging a green color bag","wolfe1","image-084"
"A2TN6C251E64JR",63.38823,"there is yellow color item in the box","there is no item in the box","wolfe1","image-010"
"A2TN6C251E64JR",68.95124,"the picture contains the black color item ","in the picture there is no item in the box","wolfe1","image-015"
"A2TN6C251E64JR",53.718875,"there is a picture in the screen","there is no picture in the screen","wolfe1","image-003"
"A2TN6C251E64JR",115.57826,"there is a plant in the picture","there is no plant in the box","wolfe1","image-012"
"A2TN6C251E64JR",53.643665,"there is a blue colour wall in the house","there is a rose colour wall in the house","wolfe1","image-136"
"A2TN6C251E64JR",39.356225,"there is a blue color roof in the picture","there is a tree in the picture","wolfe1","image-033"
"A2TN6C251E64JR",38.950845,"there is a brown color item in the picture","there is a green color item in the picture","wolfe1","image-133"
"A2TN6C251E64JR",55.079095,"there is a item in the grass","there is a grass in the picture","wolfe1","image-022"
"A2TN6C251E64JR",29.61755," there is a cow in the picture","there is a grass in the picture","wolfe1","cow"
"A2TN6C251E64JR",26.336695,"there is a plane in the picture","there is a sky in the picture","wolfe1","airplane"
"A2TY3D71ET67NT",60.763675,"people in a classroom with curtains on the window","people in a classroom with no windows","wolfe1","image-003"
"A2TY3D71ET67NT",71.195545,"people walking in the snow towards a helicopter and some yellow supplies","people walking in the snow towards a helicopter and some blue supplies","wolfe1","image-130"
"A2TY3D71ET67NT",46.984365,"hikers rest on the top of a mountain while a man gets something out of his red pack","hikers rest on the top of a mountain while a man gets something out of his gren pack","wolfe1","image-084"
"A2TY3D71ET67NT",84.876915,"someone sets up camp in the snow and a yellow piece of plastic is by their equipment","someone sets up camp in the snow and their equipment is all around them","wolfe1","image-010"
"A2TY3D71ET67NT",36.010465,"people jog past a fountain with three american flags next to it","people jog by a fountain surrounded by green grass","wolfe1","image-022"
"A2TY3D71ET67NT",69.998525,"a city street lined with stores, one with pink dresses hanging over it","a city street lined with stores, one with black and yellow dresses hanging over it","wolfe1","image-113"
"A2TY3D71ET67NT",25.21273,"a very modern cabin with a hammock and a fire pit","a very modern cabin with a hammock and a gravel yard","wolfe1","image-012"
"A2TY3D71ET67NT",58.153995,"a basketball player gets ready to take a shot from under the eave of a nearby building","a player gets ready to take a shot during a basketball game in the mountains","wolfe1","image-033"
"A2TY3D71ET67NT",45.71206,"a grassy outdoor seating area with a red surfboard leaning against the wall","a grassy outdoor seating area with a blue surfboard leaning against the wall","wolfe1","image-133"
"A2TY3D71ET67NT",40.78552,"a deck patio with a blue house in the background","a deck patio with a pink house in the background","wolfe1","image-136"
"A2TY3D71ET67NT",52.7455,"two guys pose with an eagle cutout with a building and a garbage can in the background","two guys pose with an eagle cutout with a building in the background","wolfe1","image-015"
"A2TY3D71ET67NT",72.849625,"boys play basketball at a house with a two car garage, one side has a light fixture over it","boys play basketball at a house with a two car garage with no lights","wolfe1","image-040"
"A2TY3D71ET67NT",29.423505,"a cow in a very green field is eating some grass","an empty green grassy field","wolfe1","cow"
"A2TY3D71ET67NT",26.170895,"a plane flies through the sky at sunset","the sky is orange and yellow at sunset","wolfe1","airplane"
"A3T27NS3D8X1PQ",141.300865,"people gathered in a circle in a classroom with a window and blinds on the wall with a speaker below","people gathered in a circle in a classroom with a blank wall and a speaker behind them","wolfe1","image-003"
"A3T27NS3D8X1PQ",94.38248,"hikers climbing a mountain and a hiker with a yellow shirt is opening a red backpack.","hikers climbing a mountain and a hiker with a yellow shirt opening a green backpack","wolfe1","image-084"
"A3T27NS3D8X1PQ",101.95721,"people playing basketball outside with a blue awning ","people playing basketball outside with a tree in the background","wolfe1","image-033"
"A3T27NS3D8X1PQ",97.695125,"a helicopter with a group of people getting supplies with yellow boxes","a helicopter with a group of people getting supplies with blue boxes","wolfe1","image-130"
"A3T27NS3D8X1PQ",100.09726,"people walking on a street in front of a store with a red awning","people walking on a street in front of a store with a yellow awning","wolfe1","image-113"
"A3T27NS3D8X1PQ",103.594575,"a man in the snow with items including a yellow hat next to a red suitcase","a man in the snow with items including a red suitcase and a bucket with a blue garbage bag","wolfe1","image-010"
"A3T27NS3D8X1PQ",72.81747,"a small house with a manhole cover in front of it","a small house with gray rocks in front of it","wolfe1","image-012"
"A3T27NS3D8X1PQ",51.76837,"a rooftop lounge area with a blue house below","a rooftop lounge area with a pink house below","wolfe1","image-136"
"A3T27NS3D8X1PQ",73.57311,"an outdoor lounge area with a red and black striped surfboard in the background","an outdoor lounge area with a yellow and green striped surfboard","wolfe1","image-133"
"A3T27NS3D8X1PQ",81.21403,"kids playing basketball with an outdoor lamp on the wall behind the basketball goal","kids playing basketball with a red brick wall behind the basketball goal","wolfe1","image-040"
"A3T27NS3D8X1PQ",82.33164,"two men with a bird mascot and a recycle bin and an art piece behind them","two men with a bird mascot and an art piece behind them","wolfe1","image-015"
"A3T27NS3D8X1PQ",47.943825,"three runners run past three birds behind them","three runners run past green grass behind them","wolfe1","image-022"
"A3T27NS3D8X1PQ",30.427015,"a cow eats grass","green grass in a field","wolfe1","cow"
"A3T27NS3D8X1PQ",55.065665,"a passenger jet flies into a sunset","clouds above a sunset","wolfe1","airplane"
"APXF9SKBQ90QS",95.60774,"a fancy rooftop view of a blue house on the streets below.","a fancy rooftop view of a pink house on the streets below.","wolfe1","image-136"
"APXF9SKBQ90QS",96.61947,"a hiker on a grassy mountain reaching into their red bag.","a hiker on a grassy mountain reaching into their green bag.","wolfe1","image-084"
"APXF9SKBQ90QS",74.6257,"two friends with a cardboard cut out posing infront of a garbage can.","two friends posing with a cardboard cutout of a person in a bird suit. ","wolfe1","image-015"
"APXF9SKBQ90QS",84.310625,"people walking infront of a store with pink decorations hanging off its roof.","people walking infront of a store with yellow decorations hanging off its roof.","wolfe1","image-113"
"APXF9SKBQ90QS",77.457245,"kids playing basketball in front of a house with a lamp hanging on the wall","kids playing basketball in their front yard","wolfe1","image-040"
"APXF9SKBQ90QS",107.13972,"a modern looking hammock house with a patch of grass enclosed in concrete in front of it.","a modern looking hammock house near some greenery","wolfe1","image-012"
"APXF9SKBQ90QS",70.074145,"a group of people engaged in a conversation in a room with a curtain on the wall.","a group of people sit in a circle while discussing something.","wolfe1","image-003"
"APXF9SKBQ90QS",76.9646,"a person in the snow setting up their supplies one of which is a yellow bucket","a person in the snow laying out all their supplies on the floor.","wolfe1","image-010"
"APXF9SKBQ90QS",53.174765,"3 people running in front of a park with a bench next to a fountain","3 people running in front of a park that has a view of a fountain.","wolfe1","image-022"
"APXF9SKBQ90QS",59.410725,"men playing a game of basket ball while people watch in the shade under a canopy","men playing basketball while people watch behind a barricade","wolfe1","image-033"
"APXF9SKBQ90QS",73.46321,"a man carrying supplies which include an orange package.","a man carrying supplies which include a blue package.","wolfe1","image-130"
"APXF9SKBQ90QS",68.560765,"a fancy outside living room with a red surfboard hung on the wall.","a fancy outside sitting area with a green surf board hung on the wall.","wolfe1","image-133"
"APXF9SKBQ90QS",76.492245,"a cow grazing on a field of grass.","an empty field of grass.","wolfe1","cow"
"APXF9SKBQ90QS",51.50869,"an airplane flying in the sky.","a beautiful view of a sunset behind the tree line.","wolfe1","airplane"
