"workerId","stim_set","image","log_rt","likelihood_rating","box_percent","change_percent","eccentricity","change_type","group"
"A1G187YBG0DVMQ","rensink","Soldiers",0.811909980420099,3,3.63,2.234,196.061,"disappear","Judged by returning"
"A1G187YBG0DVMQ","rensink","Station",0.673205281779045,1,1.92,1.46486,244.283,"disappear","Judged by returning"
"A1G187YBG0DVMQ","rensink","Turtle",0.811306840081336,3,20.7749,14.0023,234.451,"color","Judged by returning"
"A1G187YBG0DVMQ","rensink","Window",0.822298871262366,2,6.32849,4.85372,321.31,"disappear","Judged by returning"
"A1G187YBG0DVMQ","rensink","Wine",0.67052415778208,3,19.6571,15.2617,170.229,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Amish",0.845594093160024,4,2.17578,1.55253,101.533,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Army",0.973497308732063,4,3.99771,3.06343,279.836,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","BarnTrack",0.942504106168081,2,13.5153,8.24921,228.729,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Beach",0.850462432761517,3,7.39093,5.09096,204.355,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Boat",0.974235277443026,2,16.4853,14.2116,155.708,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Camel",1.11257148986498,4,1.60429,1.43004,323.396,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Castle",1.0321350468799,4,6.75925,3.97303,166.628,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Cockpit",0.878061981290013,4,13.2188,10.2146,130.085,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Description",1.10829435094009,3,10.659,6.98739,314.506,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Dinner",1.02428037604708,4,6.54686,5.52743,43.8634,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Diver",1.14188854970586,4,8.91497,5.04008,227.247,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","FarmByPond",0.863560764526243,4,18.4747,15.9762,247.227,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Farmer",0.85436677804087,2,3.68,2.50029,76.3675,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Fishing",0.935708747842664,4,16.1257,10.5403,150.243,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Fountain",0.948021533141104,4,6.21257,4.69,149.937,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Harbor",0.942107308989356,4,5.94785,2.88997,96.8969,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Kids",1.28580476384863,2,17.9476,12.2552,258.358,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Mosque",0.826787238816292,4,4.44873,3.66599,74.108,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","NotreDame",1.05659997629278,4,21.5458,18.514,119.218,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Obelisk",0.946059060385124,4,5.61,4.74143,252.018,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Station",0.933689708957895,2,1.92,1.46486,244.283,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","SummerLake",0.959566046637928,4,3.96137,2.57797,203.081,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Turtle",1.03758584282662,3,20.7749,14.0023,234.451,"color","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Water",0.894758994371892,3,25.018,22.9359,198.114,"movement","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Window",0.963031875053898,4,6.32849,4.85372,321.31,"disappear","Judged by returning"
"A1GKD3NG1NNHRP","rensink","Wine",0.974235277443026,4,19.6571,15.2617,170.229,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Amish",0.826851947820644,5,2.17578,1.55253,101.533,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Beach",0.827821427682802,5,7.39093,5.09096,204.355,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Birds",0.85101360682367,3,20.246,14.9054,211.854,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Boat",0.815776920298363,3,16.4853,14.2116,155.708,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Bus",0.859378504425601,2,1.498,1.08286,123.065,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Cactus",0.814513952368238,5,5.59739,4.03057,246.982,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Camel",0.825685708021758,4,1.60429,1.43004,323.396,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Chopper",0.828981954007923,3,18.5316,11.6529,212.398,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Cockpit",0.84868165402395,4,13.2188,10.2146,130.085,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Diver",0.832253370197008,5,8.91497,5.04008,227.247,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Egypt",0.829946695941636,3,14.7719,11.3036,35.4401,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Floatplane",0.827627704767433,5,16.9097,3.23686,108.011,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Fountain",0.821054755046888,3,6.21257,4.69,149.937,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Ice",0.848373883844602,5,2.16709,1.55375,271.007,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Kayak",0.830010935936118,5,8.69143,5.92743,90,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Kayaker",0.867644233903099,4,4.12354,2.8699,133.6,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Lake",0.831357785442068,5,7.58516,5.68588,146.014,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Mosque",0.863560764526243,5,4.44873,3.66599,74.108,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","NotreDame",0.818687663441514,3,21.5458,18.514,119.218,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Nurses",0.831421817065022,5,24.3502,16.7153,284.297,"color","Judged by returning"
"A1NR3COO33J99C","rensink","Seal",0.831677849191467,4,4.04192,2.96151,27.8568,"movement","Judged by returning"
"A1NR3COO33J99C","rensink","Soldiers",0.820923587881317,5,3.63,2.234,196.061,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Station",0.819280646972481,2,1.92,1.46486,244.283,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","SummerLake",0.840670561333409,5,3.96137,2.57797,203.081,"disappear","Judged by returning"
"A1NR3COO33J99C","rensink","Water",0.844663528240239,4,25.018,22.9359,198.114,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Amish",0.835563751669097,5,2.17578,1.55253,101.533,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Army",1.01228873983461,1,3.99771,3.06343,279.836,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Beach",0.887279634530023,5,7.39093,5.09096,204.355,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Birds",0.983941858983888,1,20.246,14.9054,211.854,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Cactus",0.973958686106704,5,5.59739,4.03057,246.982,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","CanalBridge",0.83511959042455,5,19.0478,15.0037,240,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Chopper",0.99281852006668,1,18.5316,11.6529,212.398,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Dinner",0.771366970857781,2,6.54686,5.52743,43.8634,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Eating",0.841359470454855,1,40.832,13.7789,38,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Floatplane",0.958229314188382,5,16.9097,3.23686,108.011,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Harbor",0.844228581301628,5,5.94785,2.88997,96.8969,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Ice",0.98802356192866,5,2.16709,1.55375,271.007,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Kayak",0.836450713720155,5,8.69143,5.92743,90,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Kayaker",0.973497308732063,4,4.12354,2.8699,133.6,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Lake",0.843481943039958,5,7.58516,5.68588,146.014,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","Marling",0.884342147647059,4,4.71429,3.84743,210.889,"disappear","Judged by returning"
"A1QC1K71RGKZBI","rensink","NotreDame",0.892317260722481,2,21.5458,18.514,119.218,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","OtherDiver",0.956888454650077,1,11.6839,9.90696,252.723,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Pilots",0.885191540606848,1,3.57,2.76514,300.666,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Seal",0.867762024650201,3,4.04192,2.96151,27.8568,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Turtle",0.962700731704341,4,20.7749,14.0023,234.451,"color","Judged by returning"
"A1QC1K71RGKZBI","rensink","Water",0.966657884201758,1,25.018,22.9359,198.114,"movement","Judged by returning"
"A1QC1K71RGKZBI","rensink","Wine",0.844104230697513,2,19.6571,15.2617,170.229,"disappear","Judged by returning"
"A1QUBLZCONL4QD","rensink","Boat",0.859738566197147,5,16.4853,14.2116,155.708,"movement","Judged by returning"
"A1QUBLZCONL4QD","rensink","Fishing",0.817499261867758,5,16.1257,10.5403,150.243,"movement","Judged by returning"
"A1QUBLZCONL4QD","rensink","Fountain",0.811575005870593,5,6.21257,4.69,149.937,"movement","Judged by returning"
"A1QUBLZCONL4QD","rensink","Kayak",0.637089273530331,5,8.69143,5.92743,90,"color","Judged by returning"
"A1QUBLZCONL4QD","rensink","NotreDame",0.698796251790431,5,21.5458,18.514,119.218,"movement","Judged by returning"
"A1QUBLZCONL4QD","rensink","Water",0.818159886397185,5,25.018,22.9359,198.114,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Amish",0.839037873388306,5,2.17578,1.55253,101.533,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Army",0.940068013739353,4,3.99771,3.06343,279.836,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Barns",1.16885090370955,5,3.13914,2.54824,212.269,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Beach",0.830267800933642,5,7.39093,5.09096,204.355,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Birds",0.966939163021113,1,20.246,14.9054,211.854,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Boat",0.833529581758644,2,16.4853,14.2116,155.708,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Bus",0.822560336942692,4,1.498,1.08286,123.065,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Camel",0.9307962629833,2,1.60429,1.43004,323.396,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","CanalBridge",0.946255707199397,5,19.0478,15.0037,240,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Castle",1.04410838744612,1,6.75925,3.97303,166.628,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Chopper",0.953759691733229,1,18.5316,11.6529,212.398,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Cockpit",0.892873406888766,4,13.2188,10.2146,130.085,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Description",0.937066312017428,4,10.659,6.98739,314.506,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","FarmByPond",0.931356150467928,2,18.4747,15.9762,247.227,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Farmer",0.935305690289925,5,3.68,2.50029,76.3675,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Fountain",0.838849090737255,3,6.21257,4.69,149.937,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Horizon",1.12378632861537,2,4.048,3.49429,182.332,"movement","Judged by returning"
"A2GOS6NF74E2ST","rensink","Ice",1.1723985779393,5,2.16709,1.55375,271.007,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Kayaker",0.936815231197633,5,4.12354,2.8699,133.6,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Lake",0.827498508133459,5,7.58516,5.68588,146.014,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Market",0.943543977153454,5,3.92,3.12943,313.129,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Mosque",0.822886947834151,5,4.44873,3.66599,74.108,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Nurses",0.86135516019326,5,24.3502,16.7153,284.297,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Obelisk",0.94141204037355,5,5.61,4.74143,252.018,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Station",0.864273696804379,4,1.92,1.46486,244.283,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","SummerLake",0.869349080759093,3,3.96137,2.57797,203.081,"disappear","Judged by returning"
"A2GOS6NF74E2ST","rensink","Turtle",0.826398782187618,5,20.7749,14.0023,234.451,"color","Judged by returning"
"A2GOS6NF74E2ST","rensink","Water",0.832508912706236,2,25.018,22.9359,198.114,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","BarnTrack",0.938269483462911,5,13.5153,8.24921,228.729,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Barrels",1.02974891856684,5,3.53571,2.63114,346.469,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Birds",0.874249822778403,2,20.246,14.9054,211.854,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Boat",0.829432433617599,3,16.4853,14.2116,155.708,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Chopper",1.03346396607741,4,18.5316,11.6529,212.398,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Cockpit",1.05426823954719,4,13.2188,10.2146,130.085,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Diver",0.826593053934048,5,8.91497,5.04008,227.247,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Egypt",0.833911715071378,3,14.7719,11.3036,35.4401,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","FarmByPond",0.839603729470837,3,18.4747,15.9762,247.227,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Farmer",0.822233480238844,5,3.68,2.50029,76.3675,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Fishing",0.808885867359812,1,16.1257,10.5403,150.243,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Floatplane",0.836893516376434,5,16.9097,3.23686,108.011,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Kayaker",0.829882446443493,5,4.12354,2.8699,133.6,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Kids",0.824906471302112,5,17.9476,12.2552,258.358,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Lake",0.830331993451962,5,7.58516,5.68588,146.014,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Mosque",0.912753303671323,5,4.44873,3.66599,74.108,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","NotreDame",0.841922311679451,2,21.5458,18.514,119.218,"movement","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Nurses",0.835627166209898,5,24.3502,16.7153,284.297,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Obelisk",0.914660430589222,5,5.61,4.74143,252.018,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Soldiers",0.822429623779357,5,3.63,2.234,196.061,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Station",0.933537901971705,4,1.92,1.46486,244.283,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","SummerLake",0.833210880282609,5,3.96137,2.57797,203.081,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Turtle",0.831421817065022,5,20.7749,14.0023,234.451,"color","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Window",0.934649922900711,5,6.32849,4.85372,321.31,"disappear","Judged by returning"
"A2JDYN6QM8M5UN","rensink","Wine",0.827110687466011,5,19.6571,15.2617,170.229,"disappear","Judged by returning"
"A2V4DP31BEVABF","rensink","Amish",0.834484285334805,4,2.17578,1.55253,101.533,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Barns",1.23696529910298,3,3.13914,2.54824,212.269,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","BarnTrack",1.03973129609869,2,13.5153,8.24921,228.729,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Beach",0.927267680810882,4,7.39093,5.09096,204.355,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Birds",1.03035680531084,2,20.246,14.9054,211.854,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Bus",0.929776432804902,1,1.498,1.08286,123.065,"disappear","Judged by returning"
"A2V4DP31BEVABF","rensink","Camel",1.10482840365366,2,1.60429,1.43004,323.396,"disappear","Judged by returning"
"A2V4DP31BEVABF","rensink","Castle",1.09940437234554,2,6.75925,3.97303,166.628,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Chopper",1.1003360759337,1,18.5316,11.6529,212.398,"disappear","Judged by returning"
"A2V4DP31BEVABF","rensink","Description",1.04649516433471,1,10.659,6.98739,314.506,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Dinner",0.838282249914688,2,6.54686,5.52743,43.8634,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Diver",0.941561120236071,2,8.91497,5.04008,227.247,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Egypt",0.927934681741179,1,14.7719,11.3036,35.4401,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","FarmByPond",1.02690080889026,1,18.4747,15.9762,247.227,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Farmer",1.17952306703529,2,3.68,2.50029,76.3675,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Fountain",1.02292301187894,1,6.21257,4.69,149.937,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Harbor",0.840419777736486,2,5.94785,2.88997,96.8969,"color","Judged by returning"
"A2V4DP31BEVABF","rensink","Horizon",1.02172666441378,1,4.048,3.49429,182.332,"movement","Judged by returning"
"A2V4DP31BEVABF","rensink","Kayak",0.84210976344061,4,8.69143,5.92743,90,"color","Judged by returning"
